port,country,locode,lat,lon,rank,global_trade,port_url,port_in_vessels_graph,Port_arrivals_and_departures_graph,container_trade_graph,map
King Abdullah Port,SA,SA KAC,22.5306,39.113,57,0.43,https://www.econdb.com/maritime/ports/async/SA KAC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=SA KAC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=SA KAC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=SA KAC,https://www.econdb.com/maritime/search/?ab=22.4806%2C39.063%2C22.5806%2C39.163&center=22.5306%2C39.113
Colón,PA,PA ONX,9.35,-79.9167,58,0.41,https://www.econdb.com/maritime/ports/async/PA ONX/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PA ONX,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PA ONX,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PA ONX,https://www.econdb.com/maritime/search/?ab=9.299999999999999%2C-79.9667%2C9.4%2C-79.86670000000001&center=9.35%2C-79.9167
Yokohama Ko,JP,JP YOK,35.45,139.583,59,0.4,https://www.econdb.com/maritime/ports/async/JP YOK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP YOK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP YOK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP YOK,https://www.econdb.com/maritime/search/?ab=35.400000000000006%2C139.533%2C35.5%2C139.633&center=35.45%2C139.583
Charleston,US,US CHS,32.7833,-79.9167,60,0.4,https://www.econdb.com/maritime/ports/async/US CHS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US CHS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US CHS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US CHS,https://www.econdb.com/maritime/search/?ab=32.7333%2C-79.9667%2C32.833299999999994%2C-79.86670000000001&center=32.7833%2C-79.9167
Incheon,KR,KR INC,37.4667,126.617,61,0.39,https://www.econdb.com/maritime/ports/async/KR INC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=KR INC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=KR INC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=KR INC,https://www.econdb.com/maritime/search/?ab=37.416700000000006%2C126.56700000000001%2C37.5167%2C126.667&center=37.4667%2C126.617
London Gateway,UK,GB LGP,51.5114,0.480321,62,0.38,https://www.econdb.com/maritime/ports/async/GB LGP/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB LGP,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB LGP,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB LGP,https://www.econdb.com/maritime/search/?ab=51.461400000000005%2C0.430321%2C51.5614%2C0.530321&center=51.5114%2C0.480321
Chittagong,BD,BD CGP,22.3167,91.8167,63,0.38,https://www.econdb.com/maritime/ports/async/BD CGP/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=BD CGP,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=BD CGP,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=BD CGP,https://www.econdb.com/maritime/search/?ab=22.2667%2C91.7667%2C22.3667%2C91.8667&center=22.3167%2C91.8167
Gdansk,PL,PL GDN,54.35,18.6667,64,0.37,https://www.econdb.com/maritime/ports/async/PL GDN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PL GDN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PL GDN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PL GDN,https://www.econdb.com/maritime/search/?ab=54.300000000000004%2C18.616699999999998%2C54.4%2C18.7167&center=54.35%2C18.6667
Genova,IT,IT GOA,44.398,8.922,65,0.37,https://www.econdb.com/maritime/ports/async/IT GOA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IT GOA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IT GOA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IT GOA,https://www.econdb.com/maritime/search/?ab=44.348000000000006%2C8.872%2C44.448%2C8.972000000000001&center=44.398%2C8.922
Sydney,AU,AU SYD,-33.8667,151.2,66,0.37,https://www.econdb.com/maritime/ports/async/AU SYD/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AU SYD,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AU SYD,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AU SYD,https://www.econdb.com/maritime/search/?ab=-33.9167%2C151.14999999999998%2C-33.816700000000004%2C151.25&center=-33.8667%2C151.2
Marsaxlokk,MT,MT MAR,35.8167,14.55,67,0.35,https://www.econdb.com/maritime/ports/async/MT MAR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MT MAR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MT MAR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MT MAR,https://www.econdb.com/maritime/search/?ab=35.7667%2C14.5%2C35.866699999999994%2C14.600000000000001&center=35.8167%2C14.55
Karachi,PK,PK KHI,24.7833,66.9833,68,0.35,https://www.econdb.com/maritime/ports/async/PK KHI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PK KHI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PK KHI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PK KHI,https://www.econdb.com/maritime/search/?ab=24.7333%2C66.9333%2C24.8333%2C67.0333&center=24.7833%2C66.9833
Mersin,TR,TR MER,36.8,34.6333,69,0.34,https://www.econdb.com/maritime/ports/async/TR MER/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR MER,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR MER,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR MER,https://www.econdb.com/maritime/search/?ab=36.75%2C34.5833%2C36.849999999999994%2C34.683299999999996&center=36.8%2C34.6333
Oakland,US,US OAK,37.8167,-122.333,70,0.33,https://www.econdb.com/maritime/ports/async/US OAK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US OAK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US OAK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US OAK,https://www.econdb.com/maritime/search/?ab=37.7667%2C-122.383%2C37.866699999999994%2C-122.283&center=37.8167%2C-122.333
Surabaya,ID,ID SUB,-7.2,112.733,71,0.32,https://www.econdb.com/maritime/ports/async/ID SUB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=ID SUB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=ID SUB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=ID SUB,https://www.econdb.com/maritime/search/?ab=-7.25%2C112.683%2C-7.15%2C112.783&center=-7.2%2C112.733
Brisbane,AU,AU BNE,-27.4667,153.033,72,0.32,https://www.econdb.com/maritime/ports/async/AU BNE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=AU BNE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=AU BNE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=AU BNE,https://www.econdb.com/maritime/search/?ab=-27.5167%2C152.98299999999998%2C-27.4167%2C153.083&center=-27.4667%2C153.033
Cai Mep,VN,VN CMT,10.585,107.155,73,0.32,https://www.econdb.com/maritime/ports/async/VN CMT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=VN CMT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=VN CMT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=VN CMT,https://www.econdb.com/maritime/search/?ab=10.535%2C107.105%2C10.635000000000002%2C107.205&center=10.585%2C107.155
Kobe,JP,JP UKB,34.65,135.183,74,0.32,https://www.econdb.com/maritime/ports/async/JP UKB/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP UKB,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP UKB,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP UKB,https://www.econdb.com/maritime/search/?ab=34.6%2C135.13299999999998%2C34.699999999999996%2C135.233&center=34.65%2C135.183
Callao,PE,PE CLL,-12.0508,-77.126,75,0.31,https://www.econdb.com/maritime/ports/async/PE CLL/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PE CLL,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PE CLL,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PE CLL,https://www.econdb.com/maritime/search/?ab=-12.100800000000001%2C-77.176%2C-12.0008%2C-77.07600000000001&center=-12.0508%2C-77.126
Montreal,CA,CA MTR,45.5167,-73.55,76,0.31,https://www.econdb.com/maritime/ports/async/CA MTR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CA MTR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CA MTR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CA MTR,https://www.econdb.com/maritime/search/?ab=45.4667%2C-73.6%2C45.5667%2C-73.5&center=45.5167%2C-73.55
Southampton,UK,GB SOU,50.9,-1.4,77,0.3,https://www.econdb.com/maritime/ports/async/GB SOU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=GB SOU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=GB SOU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=GB SOU,https://www.econdb.com/maritime/search/?ab=50.85%2C-1.45%2C50.949999999999996%2C-1.3499999999999999&center=50.9%2C-1.4
Ambarli,TR,TR AMR,40.9667,28.7,78,0.29,https://www.econdb.com/maritime/ports/async/TR AMR/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR AMR,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR AMR,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR AMR,https://www.econdb.com/maritime/search/?ab=40.916700000000006%2C28.65%2C41.0167%2C28.75&center=40.9667%2C28.7
Osaka,JP,JP OSA,34.65,135.433,79,0.28,https://www.econdb.com/maritime/ports/async/JP OSA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JP OSA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JP OSA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JP OSA,https://www.econdb.com/maritime/search/?ab=34.6%2C135.38299999999998%2C34.699999999999996%2C135.483&center=34.65%2C135.433
Sines,PT,PT SIE,37.95,-8.86667,80,0.28,https://www.econdb.com/maritime/ports/async/PT SIE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=PT SIE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=PT SIE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=PT SIE,https://www.econdb.com/maritime/search/?ab=37.900000000000006%2C-8.91667%2C38.0%2C-8.816669999999998&center=37.95%2C-8.86667
San Antonio,CL,CL SAI,-33.5833,-71.6167,81,0.27,https://www.econdb.com/maritime/ports/async/CL SAI/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=CL SAI,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=CL SAI,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=CL SAI,https://www.econdb.com/maritime/search/?ab=-33.6333%2C-71.66669999999999%2C-33.533300000000004%2C-71.5667&center=-33.5833%2C-71.6167
Ashdod,IL,IL ASH,31.8167,34.65,82,0.27,https://www.econdb.com/maritime/ports/async/IL ASH/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IL ASH,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IL ASH,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IL ASH,https://www.econdb.com/maritime/search/?ab=31.7667%2C34.6%2C31.8667%2C34.699999999999996&center=31.8167%2C34.65
Lome,TG,TG LFW,6.13333,1.28333,83,0.27,https://www.econdb.com/maritime/ports/async/TG LFW/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TG LFW,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TG LFW,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TG LFW,https://www.econdb.com/maritime/search/?ab=6.08333%2C1.23333%2C6.18333%2C1.3333300000000001&center=6.13333%2C1.28333
Guayaquil,EC,EC GYE,-2.2,-79.8833,84,0.26,https://www.econdb.com/maritime/ports/async/EC GYE/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=EC GYE,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=EC GYE,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=EC GYE,https://www.econdb.com/maritime/search/?ab=-2.25%2C-79.9333%2C-2.1500000000000004%2C-79.83330000000001&center=-2.2%2C-79.8833
Gwangyang Hang,KR,KR KAN,34.85,127.8,85,0.26,https://www.econdb.com/maritime/ports/async/KR KAN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=KR KAN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=KR KAN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=KR KAN,https://www.econdb.com/maritime/search/?ab=34.800000000000004%2C127.75%2C34.9%2C127.85&center=34.85%2C127.8
Lazaro Cardenas,MX,MX LZC,17.9333,-102.167,86,0.26,https://www.econdb.com/maritime/ports/async/MX LZC/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MX LZC,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MX LZC,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MX LZC,https://www.econdb.com/maritime/search/?ab=17.8833%2C-102.217%2C17.9833%2C-102.117&center=17.9333%2C-102.167
Tauranga,NZ,NZ TRG,-37.6333,176.167,87,0.25,https://www.econdb.com/maritime/ports/async/NZ TRG/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=NZ TRG,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=NZ TRG,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=NZ TRG,https://www.econdb.com/maritime/search/?ab=-37.683299999999996%2C176.117%2C-37.5833%2C176.217&center=-37.6333%2C176.167
Tacoma,US,US TIW,47.2833,-122.417,88,0.25,https://www.econdb.com/maritime/ports/async/US TIW/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=US TIW,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=US TIW,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=US TIW,https://www.econdb.com/maritime/search/?ab=47.2333%2C-122.467%2C47.333299999999994%2C-122.367&center=47.2833%2C-122.417
Vladivostok,RU,RU VVO,43.1167,131.9,89,0.24,https://www.econdb.com/maritime/ports/async/RU VVO/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=RU VVO,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=RU VVO,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=RU VVO,https://www.econdb.com/maritime/search/?ab=43.066700000000004%2C131.85%2C43.1667%2C131.95000000000002&center=43.1167%2C131.9
Chennai (Madras),IN,IN MAA,13.1,80.3,90,0.24,https://www.econdb.com/maritime/ports/async/IN MAA/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=IN MAA,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=IN MAA,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=IN MAA,https://www.econdb.com/maritime/search/?ab=13.049999999999999%2C80.25%2C13.15%2C80.35&center=13.1%2C80.3
Izmit,TR,TR IZT,40.7667,29.9167,91,0.24,https://www.econdb.com/maritime/ports/async/TR IZT/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR IZT,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR IZT,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR IZT,https://www.econdb.com/maritime/search/?ab=40.7167%2C29.866699999999998%2C40.8167%2C29.9667&center=40.7667%2C29.9167
Kingston,JM,JM KIN,17.9667,-76.7833,92,0.24,https://www.econdb.com/maritime/ports/async/JM KIN/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=JM KIN,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=JM KIN,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=JM KIN,https://www.econdb.com/maritime/search/?ab=17.9167%2C-76.8333%2C18.0167%2C-76.7333&center=17.9667%2C-76.7833
Casablanca,MA,MA CAS,33.6,-7.61667,93,0.24,https://www.econdb.com/maritime/ports/async/MA CAS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=MA CAS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=MA CAS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=MA CAS,https://www.econdb.com/maritime/search/?ab=33.550000000000004%2C-7.66667%2C33.65%2C-7.56667&center=33.6%2C-7.61667
Tekirdag,TR,TR TEK,40.9833,27.5167,94,0.23,https://www.econdb.com/maritime/ports/async/TR TEK/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=TR TEK,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=TR TEK,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=TR TEK,https://www.econdb.com/maritime/search/?ab=40.9333%2C27.4667%2C41.0333%2C27.5667&center=40.9833%2C27.5167
Fos,FR,FR FOS,43.4167,4.88333,95,0.22,https://www.econdb.com/maritime/ports/async/FR FOS/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=FR FOS,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=FR FOS,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=FR FOS,https://www.econdb.com/maritime/search/?ab=43.3667%2C4.83333%2C43.466699999999996%2C4.93333&center=43.4167%2C4.88333
Caucedo,DO,DO CAU,18.25,-69.38,96,0.22,https://www.econdb.com/maritime/ports/async/DO CAU/,https://www.econdb.com/widgets/ships-in-port/data/?freq=week&locode=DO CAU,https://www.econdb.com/widgets/port-time-series/data/?type=arrivals&unit=number&freq=week&locode=DO CAU,https://www.econdb.com/widgets/sea-trade-by-week/data/?freq=week&locode=DO CAU,https://www.econdb.com/maritime/search/?ab=18.2%2C-69.42999999999999%2C18.3%2C-69.33&center=18.25%2C-69.38
